",""num_police"",""cout_sin"""
3189,7332,1542
3190,36979,1624
3191,3601,1825
3192,42584,2491
3193,37253,2400
3194,77542,1258
3195,40937,2015
3196,81760,2073
3197,20637,4031
3198,88581,2815
3199,9567,2316
3200,23008,1392
3201,96627,2458
3202,94742,1308
3203,75974,3067
3204,9529,1950
3205,53011,2485
3206,10923,1950
3207,49157,1718
3208,28935,1228
3209,1937,1472
3210,99788,2117
3211,58157,2455
3212,61900,3377
3213,67125,2749
3214,37275,2002
3215,38920,3263
3216,7995,4190
3217,5210,2593
3218,54605,1660
3219,60545,2895
3220,72936,2810
3221,80752,2712
3222,78571,1889
3223,25236,2007
3224,53878,1346
3225,32025,2167
3226,3323,2437
3227,92995,1398
3228,87152,2897
3229,25843,1862
3230,36514,1506
3231,65757,1953
3232,47196,2288
3233,53376,1675
3234,43575,2600
3235,45639,1729
3236,95530,2138
3237,30887,1557
3238,57830,1673
3239,55440,3841
3240,72188,6279
3241,77073,2408
3242,55598,2508
3243,94598,1330
3244,45534,3542
3245,40739,2667
3246,15800,1969
3247,9140,1429
3248,99399,3014
3249,46375,1488
3250,22270,1272
3251,2839,2048
3252,27151,1359
3253,18971,1853
3254,64426,4877
3255,52638,2545
3256,82843,2406
3257,30338,1781
3258,79601,1274
3259,7443,1240
3260,70421,1659
3261,67289,1591
3262,34509,1445
3263,92590,1478
3264,24307,1525
3265,58939,2416
3266,88598,1969
3267,13359,2090
3268,15485,1813
3269,28041,1555
3270,87968,1269
3271,55726,3683
3272,13344,5193
3273,46042,2768
3274,81869,1817
3275,27046,1665
3276,7801,1353
3277,71677,1361
3278,46085,1293
3279,69412,1903
3280,427,1209
3281,77370,2423
3282,51393,3712
3283,56641,2144
3284,48892,1202
3285,9486,1231
3286,82918,1345
3287,12994,1997
3288,38022,1311
3289,42269,1815
3290,95325,1824
3291,3807,2496
3292,26315,2311
3293,14150,2997
3294,78345,4087
3295,27987,3433
3296,46260,1521
3297,36177,2376
3298,31,2046
3299,86816,2991
3300,58981,1659
3301,472,1883
3302,1410,1799
3303,52819,1538
3304,76530,1476
3305,2431,1469
3306,61171,1263
3307,29363,2620
3308,73218,1970
3309,3842,3028
3310,47978,1804
3311,90191,1660
3312,46260,2920
3313,71099,2212
3314,56151,1919
3315,67903,1946
3316,63968,1458
3317,87922,2428
3318,61467,1434
3319,94411,2393
3320,3878,2480
3321,44513,1410
3322,66184,1328
3323,87291,1307
3324,16644,1761
3325,72626,3108
3326,99619,1619
3327,317,1369
3328,6055,2550
3329,4742,1661
3330,44183,1979
3331,81732,1283
3332,39207,2980
3333,36406,2219
3334,52371,1284
3335,95556,1733
3336,48278,3487
3337,88333,2088
3338,45179,2587
3339,92784,2206
3340,76736,2838
3341,54203,2243
3342,48174,1397
3343,41800,1615
3344,58657,2048
3345,55751,7037
3346,97080,1966
3347,61632,1724
3348,2507,1919
3349,95394,1466
3350,430,1994
3351,18929,1356
3352,26314,3213
3353,72792,2348
3354,43089,3387
3355,86223,1609
3356,12228,2110
3357,10733,1279
3358,77419,1414
3359,32480,1980
3360,41028,2615
3361,11286,3264
3362,78173,1864
3363,86560,3131
3364,74379,1607
3365,64606,1288
3366,30325,1651
3367,79002,1321
3368,11127,2813
3369,8089,2257
3370,73366,4362
3371,35263,2310
3372,66018,1356
3373,49240,1320
3374,78287,2377
3375,80069,1724
3376,38053,6349
3377,64868,1938
3378,60862,1313
3379,22370,2286
3380,39897,2154
3381,41856,1617
3382,968,3025
3383,76388,1460
3384,73476,1261
3385,83230,1419
3386,24410,1329
3387,52592,2003
3388,96425,3402
3389,38539,3363
3390,15109,1875
3391,86189,1810
3392,52657,1829
3393,78947,1938
3394,12907,2179
3395,31264,2544
3396,94568,1424
3397,12987,2876
3398,80542,2356
3399,99012,2061
3400,57124,2955
3401,75251,5716
3402,88469,1384
3403,46590,1338
3404,11504,1692
3405,11435,1359
3406,87778,2615
3407,79308,1410
3408,63398,1841
3409,61014,1797
3410,53301,2058
3411,9681,2176
3412,53050,2598
3413,19353,2088
3414,68409,1545
3415,21666,2567
3416,81008,2329
3417,39546,1300
3418,98791,1419
3419,94844,2760
3420,69514,1262
3421,96687,2696
3422,11354,1849
3423,9710,1212
3424,4696,1570
3425,8496,1748
3426,7213,2012
3427,13214,2912
3428,62378,2291
3429,59931,4548
3430,66903,1405
3431,21719,1251
3432,72058,1515
3433,64975,1927
3434,21691,2812
3435,50292,2677
3436,49017,1885
3437,95140,2601
3438,41960,1829
3439,43960,2142
3440,91613,2195
3441,75705,1378
3442,20081,2732
3443,96717,1854
3444,97432,2373
3445,75680,2713
3446,16291,1593
3447,95966,2388
3448,56714,1548
3449,95460,1660
3450,49123,1949
3451,21213,4083
3452,84815,1656
3453,18587,1292
3454,70010,2361
3455,95180,1471
3456,42189,1735
3457,29027,1793
3458,24529,1861
3459,23389,2129
3460,6538,1470
3461,56804,1781
3462,59991,2599
3463,50998,1984
3464,83768,1501
3465,94510,2038
3466,66264,1351
3467,82015,1407
3468,50675,2098
3469,10379,2565
3470,85185,2967
3471,11635,1606
3472,56181,1250
3473,58730,1817
3474,49685,1324
3475,48776,1431
3476,11542,3294
3477,26638,1942
3478,71217,4285
3479,66721,1551
3480,25112,1405
3481,92697,2777
3482,11472,1590
3483,74292,2147
3484,77282,2014
3485,99702,1774
3486,43351,2317
3487,5845,2747
3488,57450,1668
3489,60566,1246
3490,55323,2622
3491,48785,1550
3492,83308,1629
3493,78392,2351
3494,15463,2029
3495,32653,1400
3496,82762,2447
3497,71076,1860
3498,80216,2867
3499,94092,1339
3500,86604,4272
3501,98271,2892
3502,73454,1834
3503,66630,1991
3504,53018,1620
3505,64492,1277
3506,82483,2701
3507,43517,1755
3508,5957,1737
3509,50938,2264
3510,23486,5184
3511,91821,2227
3512,7286,1868
3513,18566,1887
3514,28842,2520
3515,65423,3272
3516,75773,2843
3517,90557,2546
3518,6300,2090
3519,19780,1828
3520,23534,1728
3521,68649,1460
3522,8849,2023
3523,54157,1502
3524,94789,2480
3525,1570,2980
3526,71339,2196
3527,86764,2600
3528,92345,1324
3529,85328,2551
3530,85016,1700
3531,4553,1801
3532,82415,5111
3533,18541,1739
3534,75820,2321
3535,71655,1877
3536,25855,1815
3537,23937,1435
3538,5967,1880
3539,26566,2610
3540,62814,2692
3541,1683,5354
3542,83371,1844
3543,25006,2352
3544,64215,2459
3545,60064,2598
3546,91070,1434
3547,57238,2993
3548,11084,2441
3549,55099,1865
3550,50263,2257
3551,25051,1710
3552,24033,1646
3553,65616,1890
3554,67489,1638
3555,9009,1959
3556,75301,1451
3557,873,3802
3558,17468,1343
3559,60385,1555
3560,65434,2303
3561,13572,2000
3562,57663,3021
3563,20899,1373
3564,3018,2784
3565,51860,1627
3566,89629,1625
3567,37974,1334
3568,42171,1927
3569,28846,1214
3570,37496,3249
3571,31514,1423
3572,77964,1695
3573,2187,2814
3574,86620,2400
3575,14805,1792
3576,418,3439
3577,44394,1645
3578,56039,1459
3579,83947,1426
3580,14071,2018
3581,95784,2233
3582,43878,2200
3583,2389,2445
3584,97065,1487
3585,14172,3359
3586,87489,2204
3587,11202,1403
3588,64096,2031
3589,30266,2013
3590,64798,2206
3591,77797,2257
3592,95654,2656
3593,8693,2909
3594,61157,2804
3595,84974,2865
3596,34398,1542
3597,53509,2253
3598,19369,2521
3599,96030,2324
3600,54457,1351
3601,53880,3159
3602,98174,3198
3603,88491,2848
3604,11670,1525
3605,38538,1550
3606,22043,2569
3607,7490,1483
3608,36606,2804
3609,78823,4445
3610,41983,1576
3611,31183,1820
3612,8741,1843
3613,71667,1465
3614,45722,2050
3615,46760,2119
3616,33156,1410
3617,77133,2277
3618,81164,1263
3619,94940,1393
3620,96524,1202
3621,34926,1557
3622,98099,3200
3623,43309,1361
3624,76427,1406
3625,55107,2122
3626,62554,3042
3627,50345,1933
3628,27834,2138
3629,95400,1788
3630,50389,1947
3631,48320,2937
3632,65682,1784
3633,87343,2412
3634,32545,1309
3635,70483,1552
3636,94551,3001
3637,70097,2020
3638,70416,1444
3639,86559,1606
3640,72991,2264
3641,15649,2063
3642,2814,7405
3643,70513,1268
3644,45755,9871
3645,82487,3208
3646,82045,3481
3647,93505,2015
3648,21605,1427
3649,35680,2369
3650,38767,1202
3651,12425,1266
3652,57287,2556
3653,36645,2862
3654,55019,1693
3655,58946,2864
3656,1141,1720
3657,83371,2570
3658,50213,1297
3659,77343,1251
3660,78267,2977
3661,55862,1679
3662,21212,2169
3663,57793,2519
3664,31076,4239
3665,68252,1272
3666,36471,2212
3667,14432,2564
3668,5793,1867
3669,21337,1551
3670,4818,1277
3671,65533,2634
3672,8079,1303
3673,89537,1203
3674,40658,2714
3675,45724,1943
3676,15227,1606
3677,98179,1789
3678,48507,1710
3679,40540,1292
3680,58302,1713
3681,34032,1863
3682,71651,1408
3683,78654,2717
3684,88676,1359
3685,86618,2836
3686,89893,2877
3687,5768,1647
3688,5348,1995
3689,80433,1434
3690,88101,1561
3691,25689,1689
3692,23246,1746
3693,95339,4245
3694,41530,2471
3695,20757,2761
3696,84608,1508
3697,37709,2105
3698,58339,3003
3699,82249,3149
3700,96152,2391
3701,94418,1924
3702,63278,2965
3703,84010,2463
3704,28050,2430
3705,82151,3215
3706,11536,1728
3707,53742,1605
3708,77818,1491
3709,17497,1636
3710,49626,1363
3711,24653,2413
3712,74052,2633
3713,58984,1631
3714,67250,2022
3715,80795,2488
3716,23728,1453
3717,98961,3020
3718,54113,1336
3719,73916,1975
3720,85969,1300
3721,2095,1290
3722,76143,2508
3723,31633,1487
3724,55116,3761
3725,53849,2125
3726,49965,1288
3727,42131,1944
3728,44065,2352
3729,45885,1580
3730,35368,2513
3731,88164,2818
3732,90650,1712
3733,18755,3692
3734,38226,1541
3735,80797,1853
3736,763,2313
3737,16699,2402
3738,70642,1969
3739,86424,1885
3740,3837,1936
3741,75083,1695
3742,42237,1289
3743,5115,1879
3744,78017,2451
3745,19709,2549
3746,44256,2197
3747,79619,2345
3748,12358,1824
3749,41989,2141
3750,11351,2254
3751,95493,3350
3752,49458,1645
3753,12713,2122
3754,99821,4249
3755,78119,1426
3756,44208,2258
3757,14251,3466
3758,83322,2948
3759,12600,1327
3760,86462,1237
3761,13073,3335
3762,42898,2137
3763,64553,2048
3764,25,2475
3765,11761,2599
3766,5231,1872
3767,10455,3636
3768,78338,1437
3769,61891,1919
3770,78245,2744
3771,49179,1855
3772,93328,1434
3773,40008,2169
3774,22973,2089
3775,59445,3212
3776,18134,1836
3777,21985,1794
3778,36186,1881
3779,25943,3035
3780,31995,1292
3781,81040,3533
3782,20205,2560
3783,76520,2588
3784,59814,1981
3785,41465,1262
3786,58258,2006
3787,40655,2639
3788,66046,1353
3789,27697,2251
3790,1078,1443
3791,52209,1465
3792,16000,2012
3793,67185,2012
3794,21903,1267
3795,29918,2392
3796,29389,1891
3797,28713,2723
3798,75747,1846
3799,71123,2013
3800,35840,2856
3801,87339,1835
3802,17336,4784
3803,44699,1894
3804,92469,2234
3805,20376,2248
3806,82183,1637
3807,21183,1805
3808,93807,1931
3809,13730,2339
3810,77381,1288
3811,29326,1314
3812,21295,2541
3813,31634,2067
3814,54698,2069
3815,17095,1599
3816,5493,1260
3817,95157,1525
3818,15607,1434
3819,28661,1912
3820,55672,3194
3821,50563,1552
3822,50900,1714
3823,63451,4261
3824,81110,2103
3825,99588,1292
3826,64854,1251
3827,39967,2611
3828,14728,1568
3829,37480,2656
3830,6770,2198
3831,59526,1732
3832,57033,2966
3833,27500,1333
3834,2651,1993
3835,89484,2942
3836,80656,1616
3837,76442,1444
3838,36278,1288
3839,7079,2467
3840,56343,3319
3841,2514,1607
3842,48640,1642
3843,43115,3126
3844,45907,1872
3845,50400,3475
3846,91114,2455
3847,83972,1577
3848,10947,2019
3849,36132,2373
3850,78386,2203
3851,93222,1456
3852,46259,2473
3853,44427,2328
3854,28333,2359
3855,18115,1393
3856,44354,1431
3857,46547,2213
3858,34764,3096
3859,34319,3520
3860,81357,1637
3861,58347,1394
3862,52994,2156
3863,3343,2249
3864,291,3096
3865,55380,3164
3866,28729,1241
3867,69276,1390
3868,49083,4169
3869,72503,2114
3870,50291,2037
3871,13844,2561
3872,60473,1549
3873,93767,1585
3874,29877,1737
3875,65318,2632
3876,15015,1719
3877,81745,1464
3878,6078,1524
3879,40133,2491
3880,89023,1453
3881,66245,1632
3882,66544,2652
3883,53271,2581
3884,79706,2502
3885,9416,2839
3886,38124,1201
3887,67103,1788
3888,169,1897
3889,71667,3245
3890,55679,2147
3891,802,1417
3892,7370,1456
3893,94228,2462
3894,52333,2276
3895,81678,2414
3896,90702,2167
3897,20066,1824
3898,70184,1362
3899,81238,1407
3900,46416,1657
3901,29562,3982
3902,94336,1578
3903,43616,1377
3904,83313,1849
3905,22768,3206
3906,32680,2299
3907,59310,2329
3908,25674,2110
3909,33504,2459
3910,21902,1459
3911,18407,1268
3912,79848,1281
3913,29831,3386
3914,4483,1476
3915,53473,1932
3916,71839,2677
3917,44481,1740
3918,36381,1603
3919,48647,2990
3920,43609,2794
3921,72264,2347
3922,85296,1834
3923,37118,1504
3924,55526,1279
3925,17363,1310
3926,48439,1409
3927,58360,2855
3928,19800,2422
3929,2134,2226
3930,6033,1662
3931,27198,3358
3932,53492,2274
3933,92449,1364
3934,23920,1477
3935,11674,1700
3936,31432,1456
3937,67786,1968
3938,34951,2844
3939,7592,1925
3940,14536,1306
3941,82364,1270
3942,24223,2925
3943,89620,2503
3944,24847,1400
3945,91769,1659
3946,35604,2065
3947,48800,1496
3948,96768,2012
3949,40195,1925
3950,5714,1652
3951,60511,2749
3952,81720,3120
3953,76596,2379
3954,6834,3547
3955,10952,1565
3956,28806,2845
3957,41584,2370
3958,58480,3947
3959,61336,2507
3960,69258,3082
3961,79292,1244
3962,23604,1219
3963,33860,1459
3964,40586,1388
3965,41728,1977
3966,22258,1715
3967,11878,1385
3968,9948,1243
3969,32485,2008
3970,35839,2230
3971,11755,2077
3972,71863,1429
3973,54742,1215
3974,79122,1594
3975,58415,2525
3976,24176,1526
3977,34678,1400
3978,60149,1810
3979,79054,4198
3980,65186,1290
3981,20110,3916
3982,27394,1483
3983,58094,1524
3984,59276,1720
3985,38517,1579
3986,92283,1395
3987,60699,2147
3988,68914,2285
3989,51807,1421
3990,70182,2728
3991,21964,3263
3992,11212,1340
3993,23003,1894
3994,98696,1610
3995,66085,2099
3996,33609,1584
3997,97836,1898
3998,94040,2308
3999,65876,2780
4000,93768,1930
4001,38842,2315
4002,87902,2489
4003,22263,1917
4004,45192,3115
4005,52855,2307
4006,38415,2731
4007,80897,1820
4008,24909,2166
4009,66866,2711
4010,8115,2357
4011,32052,2433
4012,68873,2991
4013,62857,2382
4014,95413,2341
4015,61359,2032
4016,30314,1234
4017,90351,1454
4018,62127,1630
4019,76802,4226
4020,91983,2304
4021,5777,1781
4022,30260,1372
4023,7717,1917
4024,6852,1226
4025,57444,2564
4026,96437,1211
4027,7268,2368
4028,64189,1733
4029,7896,1423
4030,36632,1911
4031,64409,1233
4032,19629,1679
4033,23253,1947
4034,18442,2187
4035,61297,1993
4036,77969,1616
4037,31321,2813
4038,79113,1565
4039,79222,1491
4040,88604,5601
4041,31314,1965
4042,77454,2299
4043,30524,1721
4044,15934,2724
4045,73660,1442
4046,39876,1695
4047,83565,2301
4048,644,1213
4049,4775,4900
4050,4384,2922
4051,47144,1453
4052,64338,3384
4053,70787,1371
4054,55192,2395
4055,98111,2884
4056,99023,1649
4057,61353,1500
4058,30306,1651
4059,13315,1204
4060,94989,2104
4061,12709,2739
4062,15739,1679
4063,47328,4043
4064,73844,1736
4065,21134,1815
4066,89207,2251
4067,25078,1228
4068,39621,1378
4069,55615,1954
4070,59107,2874
4071,37724,2458
4072,76136,2314
4073,47584,2467
4074,12932,2744
4075,16310,3632
4076,3942,2348
4077,95011,2833
4078,50208,1585
4079,32047,2683
4080,25965,2017
4081,5478,1294
4082,84738,5330
4083,19167,1851
4084,11673,1283
4085,92827,4188
4086,30774,3883
4087,78796,1523
4088,73797,1316
4089,29730,1910
4090,14757,1360
4091,65138,2067
4092,2395,2551
4093,54852,1243
4094,40021,1780
4095,75660,1326
4096,25504,3268
4097,77153,1298
4098,90317,2432
4099,99246,2347
4100,75961,3188
4101,27627,1438
4102,83804,2802
4103,58572,2674
4104,87324,2382
4105,23205,2143
4106,69451,2373
4107,9542,1382
4108,57743,1409
4109,7300,2351
4110,55501,1457
4111,23944,2971
4112,55984,1907
4113,62490,1816
4114,25588,2022
4115,10354,1562
4116,24653,4549
4117,69158,1684
4118,68974,2363
4119,63092,2189
4120,60131,1214
4121,6231,2847
4122,20200,1836
4123,85458,1594
4124,44506,1484
4125,60462,3480
4126,21355,2091
4127,34507,2178
4128,12248,1893
4129,25763,3559
4130,61927,1831
4131,89452,1730
4132,66988,1246
4133,55673,1949
4134,43723,3477
4135,2607,2250
4136,28794,1600
4137,12816,2521
4138,5499,2228
4139,8212,1205
4140,47971,1904
4141,43704,2411
4142,19068,1390
4143,79747,2094
4144,98647,3400
4145,45762,1490
4146,79757,2128
4147,35731,1730
4148,46323,1696
4149,4947,1595
4150,87322,1782
4151,582,1880
4152,19297,1877
4153,74681,2604
4154,8325,2266
4155,67061,1533
4156,68169,1735
4157,88904,1752
4158,18218,1921
4159,84589,1320
4160,97324,1909
4161,87514,1688
4162,95180,2187
4163,67758,2440
4164,67540,1734
4165,82510,3413
4166,29868,1228
4167,27270,2065
4168,7588,3546
4169,56143,3497
4170,39408,2501
4171,74618,1545
4172,30755,1465
4173,4800,3100
4174,77504,2174
4175,43744,1430
4176,80661,1628
4177,84820,1284
4178,43187,1601
4179,23384,2327
4180,97415,1357
4181,35877,1576
4182,20202,1852
4183,95329,2013
4184,58777,1596
4185,77785,3850
4186,9461,1940
4187,84975,1974
4188,44821,3973
4189,45656,2968
4190,27659,2041
4191,66701,2373
4192,37569,2932
4193,4204,1351
4194,86395,2592
4195,39606,2558
4196,28016,2567
4197,93374,2267
4198,77859,1246
4199,75465,1236
4200,11883,1497
4201,48035,1962
4202,996,1715
4203,38121,1874
4204,78812,1286
4205,10035,1218
4206,61309,2523
4207,99403,2521
4208,31624,2249
4209,71189,1302
4210,43787,3378
4211,50984,1428
4212,34660,2087
4213,5844,2011
4214,88049,2387
4215,67307,2716
4216,94191,1372
4217,67618,1629
4218,42411,2243
4219,36853,1749
4220,33854,3712
4221,84151,2632
4222,84859,1578
4223,53884,1284
4224,76151,1717
4225,87444,5661
4226,38559,1276
4227,30475,1768
4228,27864,1281
4229,38740,1895
4230,6391,2080
4231,96574,1505
4232,18566,2088
4233,91146,3170
4234,90418,1571
4235,18869,2355
4236,11590,2953
4237,161,2195
4238,92881,4691
4239,60800,1646
4240,8565,1708
4241,1022,1264
4242,60242,1931
4243,8945,1817
4244,58571,2306
4245,71056,2977
4246,85919,1770
4247,95643,1486
4248,59262,3068
4249,20778,1625
4250,47861,2085
4251,2388,1513
4252,9171,2027
4253,28074,2229
4254,54795,1815
4255,99654,1233
4256,78398,2456
4257,68262,1600
4258,66525,1636
4259,27314,1742
4260,731,2343
4261,88631,3033
4262,92549,1297
4263,90787,3671
4264,42013,1529
4265,62350,2216
4266,98418,3183
4267,39307,3127
4268,52257,1251
4269,39148,1487
4270,53535,1755
4271,76700,2285
4272,63125,2144
4273,29757,2522
4274,39571,5570
4275,63569,1222
4276,57672,1266
4277,14290,1677
4278,84525,1571
4279,88304,1751
4280,48385,1952
4281,18428,2161
4282,97125,2066
4283,22631,2328
4284,25575,1287
4285,56221,2237
4286,83081,3386
4287,37935,1724
4288,10372,2103
4289,86940,2030
4290,28634,2299
4291,50156,3332
4292,94663,2191
4293,40069,2689
4294,76068,1903
4295,84203,1292
4296,76721,2435
4297,75757,9084
4298,72469,2123
4299,14393,1890
4300,59700,2282
4301,65689,1423
4302,87588,2120
4303,43536,1450
4304,74318,2293
4305,63359,1470
4306,46541,2878
4307,71728,2035
4308,47996,2074
4309,16098,2234
4310,52872,2876
4311,73961,1658
4312,30341,2069
4313,31524,2182
4314,17342,1453
4315,58071,1816
4316,59174,1511
4317,61540,1487
4318,38084,3429
4319,63409,1789
4320,55046,2340
4321,98680,3073
4322,9035,2806
4323,43020,2556
4324,45702,2337
4325,29421,1294
4326,43341,2802
4327,15312,3739
4328,69759,1526
4329,35256,1867
4330,18758,2278
4331,98434,1544
4332,21102,2141
4333,28066,2211
4334,66096,2228
4335,45612,1536
4336,1555,2815
4337,59243,3416
4338,48784,2224
4339,46252,3460
4340,14940,1843
4341,12516,3021
4342,1357,2732
4343,27765,3607
4344,56402,1511
4345,94276,1207
4346,44490,1827
4347,31462,1293
4348,31407,2066
4349,87764,1268
4350,79752,2248
4351,62563,1317
4352,35554,1231
4353,48798,2483
4354,99724,1306
4355,42430,1462
4356,85300,2056
4357,50268,3183
4358,53464,3517
4359,4294,2545
4360,28620,2938
4361,98259,5201
4362,7731,2014
4363,35101,2510
4364,90170,5011
4365,86924,1444
4366,83210,2151
4367,86298,2789
4368,38609,1629
4369,43279,2591
4370,96813,2109
4371,61266,1259
4372,23564,2496
4373,40259,2287
4374,6330,2321
4375,58723,1801
4376,94147,4289
4377,87849,2821
4378,23837,2421
4379,72952,1952
4380,66892,3129
4381,92480,1819
4382,66657,2011
4383,59064,1988
4384,50873,2581
4385,10176,2948
4386,27487,1530
4387,18699,1741
4388,65267,1599
4389,62997,3501
4390,4656,1327
4391,98434,1914
4392,69540,2385
4393,95829,1320
4394,15252,1970
4395,45570,1427
4396,74521,2731
4397,3959,2284
4398,29336,1761
4399,89380,1500
4400,53589,1304
4401,44595,1422
4402,18986,2652
4403,2286,1681
4404,60658,2036
4405,68314,2889
4406,87165,2185
4407,40571,2568
4408,53058,2066
4409,78947,1733
4410,18555,2606
4411,60565,2048
4412,67846,2306
4413,15824,2459
4414,77331,3772
4415,61908,3204
4416,4208,4593
4417,41494,2841
4418,77943,1362
4419,12562,1216
4420,54439,2430
4421,98471,5057
4422,37854,2329
4423,91717,1856
4424,53157,2773
4425,48762,2286
4426,59709,1978
4427,77687,2741
4428,97587,7172
4429,34499,1500
4430,45613,1449
4431,86948,1365
4432,17339,1474
4433,20906,1237
4434,5964,1593
4435,99390,1540
4436,74204,2281
4437,52436,1321
4438,6265,2637
4439,14451,2939
4440,7350,1647
4441,98757,2971
4442,54377,1872
4443,72119,1272
4444,75478,1709
4445,37847,1455
4446,29900,1517
4447,69976,1402
4448,72600,4385
4449,68213,1641
4450,87902,1673
4451,51861,1266
4452,17314,2244
4453,64035,1684
4454,45527,1360
4455,27872,1663
4456,29408,3864
4457,44153,3143
4458,45675,1463
4459,14252,1819
4460,52210,1533
4461,68887,2459
4462,51644,3055
4463,83701,5382
4464,17315,1840
4465,2661,2268
4466,58527,2246
4467,41131,2717
4468,45009,2101
4469,37909,2227
4470,76857,3521
4471,34228,3391
4472,87702,3092
4473,67636,1529
4474,39793,1839
4475,20100,1206
4476,1554,1411
4477,51744,1274
4478,29881,2209
4479,41968,1379
4480,283,7513
4481,59220,2486
4482,23957,2476
4483,33341,1886
4484,75134,1420
4485,10889,3716
4486,15705,2284
4487,25197,1468
4488,4368,1853
4489,81831,2325
4490,93248,3275
4491,78466,1684
4492,78270,6133
4493,47252,1562
4494,533,1607
4495,13756,1358
4496,28357,1241
4497,47951,1200
4498,19905,2423
4499,39481,6682
4500,22001,3937
4501,94262,2211
4502,22417,1359
4503,14921,1263
4504,48322,1875
4505,30672,2529
4506,26770,2472
4507,55364,1392
4508,72,2170
4509,37048,2604
4510,53897,2371
4511,51352,4740
4512,5761,2864
4513,49018,1333
4514,43102,3159
4515,80035,3377
4516,49667,1296
4517,30330,2409
4518,2614,3751
4519,2174,2878
4520,92647,2325
4521,15581,1399
4522,81854,3487
4523,54158,1757
4524,65154,1701
4525,73674,1508
4526,79571,1536
4527,4230,2752
4528,47373,4139
4529,59414,1720
4530,1125,2269
4531,45021,3036
4532,64741,2229
4533,74027,1332
4534,12091,1765
4535,68815,2011
4536,64888,1755
4537,48279,1843
4538,85049,1966
4539,16701,1520
4540,69667,2068
4541,28997,3004
4542,39380,2310
4543,21485,1544
4544,20048,1513
4545,63143,2942
4546,92948,2698
4547,56131,1946
4548,55843,2058
4549,5711,1752
4550,61408,1347
4551,92445,1301
4552,96653,2281
4553,63284,1305
4554,53906,2752
4555,47175,2081
4556,55355,1531
4557,57429,1241
4558,71191,2154
4559,76897,2978
4560,552,2959
4561,99012,2123
4562,3803,2267
4563,99700,1836
4564,35759,2832
4565,63394,1361
4566,5782,1576
4567,16877,2681
4568,87315,6407
4569,96846,2921
4570,43691,1565
4571,41656,2023
4572,99787,2903
4573,80848,1848
4574,88262,1445
4575,23680,1214
4576,98178,1252
4577,91906,1585
4578,68058,1997
4579,42441,1486
4580,17488,3686
4581,9731,2851
4582,8026,1716
4583,26468,2906
4584,39067,2308
4585,88329,2141
4586,12229,1964
4587,7084,2996
4588,60474,2375
4589,35150,1619
4590,25787,1353
4591,37382,1336
4592,51465,1400
4593,96521,2859
4594,65554,1650
4595,98963,2897
4596,7003,3916
4597,35715,2026
4598,87743,2606
4599,56800,3135
4600,66795,1778
4601,86301,3687
4602,47097,2647
4603,67800,1362
4604,3004,2006
4605,8666,3372
4606,64935,1430
4607,84222,1656
4608,28436,1253
4609,13667,1347
4610,98781,1517
4611,96177,1334
4612,33873,2139
4613,76683,2015
4614,42430,1967
4615,54666,5645
4616,82135,3231
4617,69536,2965
4618,48784,2183
4619,23877,1211
4620,73285,4558
4621,59113,2706
4622,62259,2056
4623,89097,2288
4624,12115,1500
4625,66687,2166
4626,5443,1894
4627,86850,2042
4628,91573,2881
4629,29137,1926
4630,30988,2704
4631,92223,2003
4632,28067,1873
4633,27353,2184
4634,43382,1394
4635,98508,1267
4636,29327,1930
4637,38285,1637
4638,42790,1734
4639,97652,1547
4640,95175,2925
4641,87111,2470
4642,39322,1216
4643,16274,1459
4644,34748,1485
4645,6699,2251
4646,26187,2664
4647,86505,2384
4648,91115,2492
4649,22073,1279
4650,38333,1881
4651,24015,2693
4652,67644,2429
4653,58284,1349
4654,57448,1390
4655,35651,1235
4656,67138,3763
4657,38082,2267
4658,61729,1574
4659,38509,2689
4660,3693,2017
4661,52103,1409
4662,45973,1876
4663,83289,1945
4664,51778,1244
4665,45279,1465
4666,52949,5262
4667,58102,3241
4668,78693,2602
4669,1322,2690
4670,18601,1896
4671,7873,1887
4672,35379,2455
4673,12019,8098
4674,14515,3297
4675,68489,2716
4676,39204,3249
4677,18881,1502
4678,88551,1992
4679,99831,2894
4680,54351,1474
4681,98396,2910
4682,94059,2559
4683,78726,1221
4684,84125,3396
4685,80556,2833
4686,7957,2175
4687,91151,2205
4688,96891,1908
4689,56535,1893
4690,77063,1626
4691,22180,1318
4692,679,1492
4693,26051,3583
4694,81475,1343
4695,12932,2439
4696,22365,2157
4697,78197,1429
4698,9054,1679
4699,90759,1337
4700,15181,1705
4701,8939,3525
4702,18711,2435
4703,58298,1489
4704,56466,2655
4705,13401,1245
4706,19318,1214
4707,24059,3245
4708,96593,1410
4709,8936,2526
4710,31229,1378
4711,49823,2444
4712,89987,1411
4713,78553,1478
4714,43465,1686
4715,79823,1381
4716,79194,1806
4717,31198,4306
4718,15205,5163
4719,20943,3775
4720,99213,1297
4721,20972,2135
4722,62313,2427
4723,96905,2414
4724,51469,1512
4725,53481,2065
4726,47367,2182
4727,82383,2526
4728,86874,1560
4729,52528,1258
4730,51390,1617
4731,17514,1250
4732,34662,2968
4733,17925,6356
4734,8724,1265
4735,27059,2945
4736,36570,2787
4737,45879,1963
4738,78642,1397
4739,61171,1318
4740,53409,1998
4741,71717,2562
4742,85948,2076
4743,79192,2117
4744,3275,1715
