",""num_police"",""cout_sin"""
3435,98124,3516
3436,33180,2900
3437,30285,1439
3438,94257,1247
3439,54033,1313
3440,99589,1767
3441,93135,2500
3442,4019,2899
3443,55835,3608
3444,31819,2340
3445,51193,1743
3446,22750,2380
3447,16218,3259
3448,84088,3652
3449,56638,1730
3450,82946,1610
3451,7960,1862
3452,93060,1409
3453,1028,2204
3454,82466,1455
3455,28780,3189
3456,61181,2064
3457,93255,2129
3458,25758,1695
3459,77560,1754
3460,76461,1609
3461,1774,2019
3462,24374,3384
3463,71472,2166
3464,30422,1910
3465,78771,2523
3466,43002,2531
3467,95717,2606
3468,23445,2097
3469,85643,3326
3470,61075,1299
3471,52954,4247
3472,3234,2154
3473,99653,3009
3474,63823,1494
3475,70238,2054
3476,6610,1761
3477,19989,1562
3478,92450,1569
3479,31332,1863
3480,35418,3096
3481,55657,1457
3482,21105,1665
3483,97854,1407
3484,85951,1779
3485,79224,1401
3486,87607,1426
3487,46582,2525
3488,81849,2307
3489,15566,3699
3490,12689,2005
3491,17423,4608
3492,90442,1424
3493,99473,1276
3494,51055,3287
3495,55242,2118
3496,72908,3326
3497,14666,4404
3498,45399,1685
3499,37432,2209
3500,15844,1568
3501,31177,3177
3502,17113,2015
3503,98649,2158
3504,22331,1684
3505,52666,3435
3506,77770,1490
3507,41798,2358
3508,13919,1802
3509,4442,1391
3510,11559,1654
3511,71635,1945
3512,70514,2512
3513,16166,1223
3514,66594,2988
3515,84258,1231
3516,1484,1410
3517,83069,1873
3518,29151,2583
3519,52316,1724
3520,19122,4815
3521,35292,2261
3522,17838,2208
3523,18434,2472
3524,97881,1930
3525,99074,1608
3526,81670,1510
3527,42780,2727
3528,30532,1315
3529,65921,2186
3530,87661,2794
3531,50904,1727
3532,81429,1255
3533,40234,2654
3534,86176,3931
3535,69527,2552
3536,47058,7631
3537,37339,2674
3538,28691,1913
3539,90558,2494
3540,2849,4779
3541,44155,2047
3542,88540,1300
3543,74319,1426
3544,7846,2180
3545,17809,2955
3546,87933,2148
3547,4023,1615
3548,77003,2517
3549,40011,2269
3550,99251,1282
3551,75530,2091
3552,51958,2881
3553,95155,1261
3554,93068,2661
3555,57809,3131
3556,54249,1957
3557,97710,1872
3558,24951,1587
3559,87625,2279
3560,36217,2084
3561,21862,1364
3562,56470,1356
3563,25360,1236
3564,98299,3465
3565,34991,3073
3566,99827,2440
3567,41955,1478
3568,28656,1900
3569,40663,2307
3570,35643,2323
3571,4314,5605
3572,68666,2624
3573,9705,1977
3574,55867,1301
3575,90889,2043
3576,13651,2574
3577,75829,1792
3578,71213,3440
3579,98907,1844
3580,85241,1657
3581,41909,1393
3582,19350,2172
3583,59961,1220
3584,66220,1607
3585,90067,3153
3586,58701,2058
3587,88435,2311
3588,9069,1863
3589,1727,4007
3590,42873,3798
3591,19201,2315
3592,55854,2564
3593,39060,1408
3594,37212,1970
3595,30738,1441
3596,29467,1636
3597,49727,1555
3598,69650,2530
3599,79353,1343
3600,61322,2134
3601,7962,1891
3602,62799,1313
3603,44055,2815
3604,11678,2089
3605,44559,2351
3606,16352,1494
3607,92082,3008
3608,76747,1751
3609,59480,1500
3610,33423,1529
3611,59438,2741
3612,82201,1934
3613,15574,1408
3614,67653,1803
3615,15662,1669
3616,53273,4022
3617,68117,1354
3618,39883,2318
3619,33610,3718
3620,97684,1410
3621,31494,3079
3622,31999,3157
3623,68748,1742
3624,81901,2121
3625,4231,1568
3626,67429,1296
3627,30346,1610
3628,94605,1922
3629,10227,1663
3630,33245,1255
3631,5905,1698
3632,96998,3632
3633,50264,2484
3634,46893,1374
3635,8475,1432
3636,39587,1315
3637,21843,2412
3638,50711,1493
3639,39166,2625
3640,72058,2622
3641,19673,2432
3642,18949,1421
3643,13500,1279
3644,65872,1729
3645,3862,2275
3646,32105,1967
3647,8935,2563
3648,68121,1541
3649,6566,2023
3650,8885,5482
3651,96533,2213
3652,88871,1519
3653,34725,1314
3654,78744,3198
3655,46573,1523
3656,85638,3743
3657,46921,1598
3658,59609,2476
3659,66760,2606
3660,9247,1358
3661,85874,2619
3662,85509,2590
3663,94232,2756
3664,96712,3943
3665,50165,1470
3666,21077,1316
3667,35246,1588
3668,59079,4332
3669,3830,1676
3670,38274,1545
3671,23384,1850
3672,68767,1492
3673,54855,1457
3674,22655,2011
3675,3686,2683
3676,21736,1878
3677,58912,2237
3678,91077,2655
3679,74107,1235
3680,4678,1338
3681,630,2075
3682,98640,1680
3683,48705,2279
3684,54505,3035
3685,92843,4448
3686,40126,1410
3687,78898,1214
3688,72247,1474
3689,59318,4207
3690,68262,1839
3691,63646,1307
3692,84841,2843
3693,86893,1975
3694,7838,1422
3695,22081,1634
3696,58888,3360
3697,88628,1352
3698,84021,2000
3699,95458,2520
3700,71495,2648
3701,46939,1828
3702,41046,2823
3703,41549,3087
3704,29874,1270
3705,24419,2407
3706,19181,1627
3707,65600,1788
3708,22341,2362
3709,68459,3271
3710,86538,1594
3711,90861,1462
3712,81707,3464
3713,8408,1595
3714,83120,1503
3715,56848,1372
3716,11216,2276
3717,3585,1281
3718,89058,1374
3719,56884,3227
3720,57915,1873
3721,72928,2514
3722,46613,1880
3723,59619,1873
3724,51350,1299
3725,20052,1858
3726,6894,1358
3727,94397,2397
3728,49128,2302
3729,55347,1687
3730,55838,1498
3731,41381,2386
3732,10680,2882
3733,33863,1854
3734,70462,1378
3735,12874,4406
3736,48235,2645
3737,1897,2466
3738,3023,1867
3739,45150,1668
3740,58656,2046
3741,70757,2452
3742,63086,1262
3743,11115,3894
3744,30847,6134
3745,28450,2233
3746,1029,1355
3747,66725,3973
3748,69032,1627
3749,56826,7712
3750,60979,1425
3751,84230,1900
3752,87677,1618
3753,63027,1837
3754,43798,1864
3755,56559,2424
3756,40280,2525
3757,73662,1307
3758,60264,2765
3759,17117,2291
3760,49977,1600
3761,8692,1658
3762,76792,1531
3763,73386,1228
3764,31136,2096
3765,33934,1527
3766,61149,2275
3767,90481,1753
3768,46492,1209
3769,99380,1665
3770,3839,1459
3771,33596,1419
3772,16719,1573
3773,54237,3387
3774,58275,2172
3775,653,3395
3776,88663,2166
3777,58624,3253
3778,84922,5474
3779,21095,1467
3780,40468,1595
3781,18905,1476
3782,79271,2572
3783,87149,2888
3784,49423,2190
3785,519,2362
3786,76832,1958
3787,7913,3315
3788,52956,3663
3789,9944,1470
3790,14180,1727
3791,46067,2233
3792,83555,2458
3793,36830,2623
3794,33191,2212
3795,802,2332
3796,54994,2684
3797,52704,1212
3798,95622,1824
3799,52215,2832
3800,44172,2678
3801,26963,1678
3802,85159,2914
3803,55930,3187
3804,51842,2820
3805,24484,1525
3806,48187,3619
3807,65352,1804
3808,2049,1952
3809,25017,1646
3810,1515,1454
3811,14338,1503
3812,88647,1959
3813,92159,1704
3814,47786,1277
3815,66222,2662
3816,10324,1333
3817,49165,2920
3818,95642,1343
3819,14669,4201
3820,95277,1950
3821,404,3242
3822,27855,2889
3823,16068,1202
3824,92545,2393
3825,62465,1811
3826,57419,1299
3827,38873,2776
3828,16618,1424
3829,1158,1696
3830,3360,1946
3831,73219,1430
3832,62743,2036
3833,11658,2496
3834,93098,2128
3835,62811,1415
3836,41710,2609
3837,56553,1313
3838,66181,2615
3839,71971,1380
3840,15694,1555
3841,52447,4892
3842,66089,1397
3843,16988,1633
3844,54535,3943
3845,12084,2737
3846,80281,2762
3847,10485,2862
3848,47347,1489
3849,56729,4379
3850,21694,1443
3851,36882,2073
3852,89438,1729
3853,33913,2139
3854,15086,1217
3855,62708,5666
3856,9067,1962
3857,33212,4427
3858,81764,1750
3859,82034,2327
3860,82043,1539
3861,81565,1326
3862,9567,2616
3863,56039,1296
3864,30308,2686
3865,81160,2347
3866,99718,3994
3867,12261,2124
3868,67598,1318
3869,13030,1420
3870,58474,2384
3871,38178,1250
3872,46338,2338
3873,19110,1237
3874,30696,2145
3875,79192,2558
3876,81282,1493
3877,56618,2018
3878,93430,2231
3879,77872,1540
3880,43827,3112
3881,75297,3158
3882,75585,2363
3883,58095,1687
3884,60008,3412
3885,20483,2646
3886,2264,3674
3887,91520,1249
3888,40518,4078
3889,64492,3990
3890,54275,3814
3891,52625,2818
3892,13787,1796
3893,88888,1253
3894,11766,1939
3895,56453,2209
3896,26301,1740
3897,21073,2002
3898,65631,1593
3899,81663,1846
3900,23052,1331
3901,67661,3126
3902,74875,1980
3903,49490,1369
3904,51460,1355
3905,1580,1271
3906,80597,3548
3907,37491,10638
3908,68453,1560
3909,20617,3231
3910,3551,2147
3911,28157,1215
3912,74831,2910
3913,61729,1257
3914,86900,2734
3915,47006,3135
3916,65953,1269
3917,85046,1912
3918,27630,1803
3919,39326,1780
3920,39151,3040
3921,24063,2127
3922,40329,8442
3923,8345,1645
3924,79256,1345
3925,38044,2622
3926,44126,1312
3927,40125,1350
3928,91555,1874
3929,41697,2967
3930,72146,6158
3931,48356,2119
3932,64418,1389
3933,74566,1765
3934,29066,2634
3935,71708,4506
3936,24947,1531
3937,80941,3146
3938,11269,1719
3939,87107,2441
3940,19486,2142
3941,11572,4488
3942,90977,1692
3943,68825,1934
3944,1101,1910
3945,53500,2830
3946,59518,2072
3947,83602,1911
3948,99457,2474
3949,58259,2327
3950,76296,3149
3951,22137,1264
3952,74781,2582
3953,53645,1314
3954,7386,2047
3955,46489,2668
3956,52925,1299
3957,93929,1991
3958,93398,2548
3959,60764,4679
3960,58140,2153
3961,19145,1689
3962,92825,1991
3963,84704,2242
3964,11164,2291
3965,69631,2387
3966,38607,2034
3967,25949,4429
3968,19869,1228
3969,38722,2128
3970,47138,1600
3971,19630,1570
3972,54517,1764
3973,11720,1793
3974,6314,2033
3975,52246,1492
3976,96750,1816
3977,67966,1917
3978,15818,1972
3979,26334,1612
3980,18334,1471
3981,76471,2950
3982,82817,1818
3983,63046,1473
3984,16138,2948
3985,28618,1207
3986,53655,3934
3987,38356,4447
3988,49284,3216
3989,25401,1778
3990,56163,3714
3991,55184,2844
3992,74288,1901
3993,30648,2069
3994,13303,2723
3995,27500,2695
3996,97068,1906
3997,77780,1599
3998,93721,3096
3999,92445,2420
4000,8641,2465
4001,85803,2083
4002,25320,3496
4003,11371,3353
4004,30621,3454
4005,54151,1322
4006,33752,1228
4007,2555,2592
4008,57859,1471
4009,21591,1338
4010,91326,2007
4011,1558,2739
4012,19190,1262
4013,91600,4379
4014,66256,1482
4015,95198,2851
4016,11721,1278
4017,17391,2428
4018,85318,2378
4019,18143,1730
4020,47329,1552
4021,73999,1390
4022,81293,1769
4023,79336,3377
4024,86621,2019
4025,67963,3997
4026,12297,2238
4027,46160,1221
4028,24643,1237
4029,76862,2667
4030,97697,4593
4031,68687,2985
4032,68131,1472
4033,34335,2928
4034,58935,1848
4035,43104,1260
4036,15132,2152
4037,42782,4316
4038,28585,2252
4039,10242,3049
4040,26388,1285
4041,31848,4816
4042,54651,3129
4043,55602,2354
4044,72588,1774
4045,43292,2450
4046,86455,1763
4047,885,1514
4048,26643,2352
4049,60131,2835
4050,16538,1358
4051,74636,2281
4052,3644,1970
4053,21701,1603
4054,91206,1320
4055,3593,1650
4056,59436,2448
4057,72414,1526
4058,85753,1472
4059,99827,1582
4060,36835,2233
4061,26847,1613
4062,82616,2640
4063,98200,1245
4064,848,2959
4065,72820,1309
4066,71411,1267
4067,2089,3089
4068,4826,2028
4069,28289,1268
4070,24032,2278
4071,22258,2594
4072,48774,2850
4073,86839,1343
4074,81075,1686
4075,98334,1228
4076,8629,1902
4077,53562,4129
4078,80568,1513
4079,74370,1867
4080,92427,1338
4081,52906,3465
4082,41839,2436
4083,99673,1262
4084,29886,1384
4085,65530,1958
4086,92355,1399
4087,23295,1630
4088,76765,3132
4089,54675,3039
4090,39276,2376
4091,647,3070
4092,98860,1546
4093,86143,2440
4094,43965,2822
4095,16740,1441
4096,58927,1581
4097,70163,2196
4098,25899,1791
4099,26014,2001
4100,39017,2616
4101,51881,1392
4102,89040,3226
4103,76892,1758
4104,97848,1479
4105,8238,3079
4106,79333,1659
4107,69951,1365
4108,2558,1267
4109,51393,2163
4110,1613,1253
4111,3828,2370
4112,66927,2125
4113,29921,1857
4114,49434,2290
4115,57322,1345
4116,54933,1477
4117,60511,1715
4118,27762,2772
4119,98599,1365
4120,48560,1609
4121,48102,3028
4122,54753,1484
4123,52794,1565
4124,81751,2062
4125,24893,2538
4126,21504,5694
4127,89662,2900
4128,72374,3042
4129,57738,2024
4130,23031,2213
4131,70808,2746
4132,84710,1247
4133,28260,2426
4134,61250,1835
4135,51872,2917
4136,86463,1220
4137,87857,2959
4138,9808,3234
4139,14295,1975
4140,24437,1861
4141,99682,1257
4142,73706,2192
4143,42348,2312
4144,67080,3379
4145,30725,1503
4146,13443,2226
4147,65241,2882
4148,84941,2331
4149,35076,2822
4150,94075,2507
4151,48599,2744
4152,47380,1439
4153,41467,1672
4154,71047,3107
4155,55460,1881
4156,93514,2824
4157,69109,3385
4158,55649,1451
4159,34084,1663
4160,72462,2514
4161,42471,2384
4162,34811,2070
4163,82481,1344
4164,25241,1799
4165,34505,4014
4166,2954,1793
4167,92716,1315
4168,74303,4540
4169,5768,1254
4170,55924,3073
4171,41604,3230
4172,93247,3108
4173,90427,1428
4174,34988,1509
4175,22139,1378
4176,51295,5217
4177,21629,1794
4178,64054,3168
4179,28975,2347
4180,14574,1364
4181,51798,1446
4182,94036,1300
4183,44765,1247
4184,36334,2787
4185,77938,1715
4186,90546,1689
4187,77623,2323
4188,23120,1994
4189,13766,1917
4190,19583,1996
4191,82666,1455
4192,75558,1241
4193,65971,1740
4194,44992,1553
4195,70831,1593
4196,75695,2351
4197,40877,1447
4198,87751,3603
4199,96038,2132
4200,34038,3224
4201,25205,2626
4202,87631,2530
4203,24150,1392
4204,69832,1425
4205,71639,1214
4206,40770,2009
4207,7863,1389
4208,35804,1328
4209,17449,1456
4210,44398,2052
4211,35117,2291
4212,49547,3535
4213,131,1710
4214,19466,1886
4215,78911,1831
4216,25357,3784
4217,32234,3708
4218,813,1544
4219,46835,3143
4220,98544,1624
4221,58428,4011
4222,39641,2417
4223,8924,1766
4224,85899,1691
4225,3895,3922
4226,61575,2637
4227,51552,1245
4228,80563,1219
4229,82094,1435
4230,69498,1669
4231,78751,1791
4232,98032,3002
4233,86629,4512
4234,70943,1527
4235,81713,1281
4236,7679,1437
4237,68932,1687
4238,67548,3573
4239,91126,2225
4240,94320,1406
4241,86686,1423
4242,91414,1529
4243,83315,3221
4244,95127,1679
4245,74410,1523
4246,50261,3187
4247,91895,1351
4248,25260,2702
4249,66406,1709
4250,17601,1904
4251,31679,1812
4252,85028,1210
4253,3526,2551
4254,25730,7689
4255,50744,2190
4256,92933,2273
4257,8190,2329
4258,2852,2102
4259,18189,1787
4260,32622,1914
4261,81274,2095
4262,22631,3945
4263,90260,1204
4264,11469,2568
4265,83404,1234
4266,38886,1263
4267,66353,3222
4268,18568,2315
4269,16949,1695
4270,48296,4317
4271,81455,4309
4272,19592,1318
4273,94514,3055
4274,63708,1369
4275,6402,4765
4276,81047,1334
4277,71299,1239
4278,17884,1294
4279,36699,3588
4280,99482,1798
4281,86762,2287
4282,87550,2701
4283,27692,3727
4284,80136,1616
4285,96084,1430
4286,2984,1471
4287,85212,1264
4288,95708,2657
4289,22006,1883
4290,78753,3346
4291,97094,2014
4292,2655,6057
4293,35064,2016
4294,27607,2145
4295,89968,6679
4296,75451,1309
4297,2202,2897
4298,64181,1233
4299,12626,1434
4300,90171,1636
4301,36899,2025
4302,30723,1453
4303,66957,2910
4304,27100,2158
4305,90503,1214
4306,16208,16779
4307,73645,2188
4308,33730,1278
4309,74993,1329
4310,61686,2428
4311,6246,2205
4312,49508,1530
4313,26627,2321
4314,24749,1875
4315,89118,2375
4316,2285,2652
4317,79285,1979
4318,64882,2378
4319,4880,2163
4320,32797,1688
4321,97075,1652
4322,25814,1377
4323,11134,1731
4324,71541,2365
4325,60179,2581
4326,73836,3914
4327,23119,2009
4328,8583,3031
4329,81238,1744
4330,20021,2646
4331,50411,2654
4332,6083,1923
4333,18345,2570
4334,55821,2477
4335,89773,1246
4336,80832,1528
4337,32862,2267
4338,44410,2266
4339,54656,1396
4340,30041,1593
4341,4238,1987
4342,96164,1499
4343,6566,2630
4344,1329,2755
4345,66030,1886
4346,96980,1380
4347,79878,1538
4348,7894,1796
4349,20632,1882
4350,81404,2333
4351,28927,2127
4352,16239,3109
4353,86,1675
4354,8270,2305
4355,18150,2629
4356,57086,3399
4357,8383,2992
4358,64259,2467
4359,81739,1935
4360,2968,1755
4361,59886,1200
4362,27321,2076
4363,22949,2072
4364,99946,1338
4365,84445,1808
4366,21848,3968
4367,81123,2004
4368,32933,1887
4369,88390,1607
4370,66816,2121
4371,93440,1576
4372,38837,1778
4373,85353,3198
4374,63131,2737
4375,58694,2207
4376,2484,2868
4377,45346,1948
4378,63895,4121
4379,31978,1629
4380,67552,1659
4381,54341,1448
4382,1432,1277
4383,60300,2593
4384,19672,1347
4385,77051,1889
4386,34098,1550
4387,48311,1216
4388,46083,1735
4389,84808,3160
4390,89135,1926
4391,93219,2420
4392,2576,2001
4393,98744,1669
4394,33264,1818
4395,11756,1358
4396,265,1719
4397,20885,1611
4398,42189,2274
4399,28913,4159
4400,5481,1274
4401,51543,1621
4402,8437,2053
4403,95601,1991
4404,7949,1934
4405,32965,2563
4406,43684,1965
4407,25196,2102
4408,63665,2207
4409,96429,2700
4410,24709,1475
4411,357,3364
4412,10427,3391
4413,68531,1395
4414,37680,1207
4415,53841,2079
4416,76497,1807
4417,94317,2595
4418,59083,1758
4419,53739,1627
4420,18295,1892
4421,40192,1774
4422,38158,2024
4423,41228,1588
4424,2955,1254
4425,173,1307
4426,17235,1361
4427,17456,1813
4428,93658,1672
4429,98908,2329
4430,31237,3154
4431,28332,2654
4432,94523,1260
4433,64962,2324
4434,35303,5764
4435,85303,2427
4436,97251,3141
4437,22899,1995
4438,49759,3579
4439,67221,1384
4440,91092,2934
4441,48241,2281
4442,49456,1805
4443,36867,2691
4444,85978,1427
4445,38700,1261
4446,89348,1436
4447,41680,5120
4448,10781,2962
4449,20952,2583
4450,78146,2723
4451,5159,2622
4452,4443,5017
4453,25572,3109
4454,59440,2017
4455,18162,2294
4456,44035,1256
4457,41787,2463
4458,89951,1684
4459,27078,1642
4460,78835,1510
4461,91590,2094
4462,15028,1603
4463,3627,3887
4464,40607,1466
4465,9917,1491
4466,33755,2186
4467,44899,2640
4468,12793,1605
4469,1335,2774
4470,13487,1281
4471,41212,2873
4472,70753,1377
4473,81445,2445
4474,86030,3282
4475,82226,2275
4476,791,1239
4477,90451,3697
4478,38736,1218
4479,65737,2656
4480,49276,2362
4481,33791,1394
4482,9774,1242
4483,54323,1385
4484,15212,3511
4485,54436,1750
4486,93343,1990
4487,87437,2713
4488,71091,2171
4489,78260,1211
4490,94252,2612
4491,26719,2361
4492,78000,1466
4493,23757,4536
4494,61255,1335
4495,53678,1968
4496,29470,1537
4497,82041,1462
4498,40595,1535
4499,39028,2653
4500,18678,1272
4501,92424,1789
4502,30856,2140
4503,49672,2600
4504,56519,2242
4505,61145,1299
4506,97249,1396
4507,50476,1404
4508,69389,1715
4509,30611,1299
4510,21050,2961
4511,39735,3990
4512,69611,1291
4513,36875,3324
4514,89863,1641
4515,25922,2342
4516,47882,1493
4517,67958,2443
4518,771,1799
4519,89283,2911
4520,5359,1395
4521,53965,1449
4522,34544,2695
4523,53263,1619
4524,58246,1692
4525,13886,1529
4526,24287,1501
4527,46578,1480
4528,40462,1807
4529,20809,1676
4530,82394,2853
4531,17363,2248
4532,84718,1357
4533,90382,1721
4534,44708,3525
4535,94531,3219
4536,74375,2011
4537,12939,2299
4538,82235,1430
4539,40109,3190
4540,59528,2254
4541,64290,2412
4542,84229,1839
4543,84,4386
4544,89020,2518
4545,16600,2109
4546,94149,2910
4547,53749,2613
4548,33695,2705
4549,25154,1532
4550,87448,1296
4551,62092,1914
4552,65755,1260
4553,75777,4342
4554,8793,3187
4555,55053,2168
4556,78341,2102
4557,74786,2837
4558,36230,1729
4559,78046,2195
4560,34516,1313
4561,42478,1590
4562,49240,1764
4563,1538,2673
4564,60062,2067
4565,11625,1890
4566,8411,2688
4567,68524,2412
4568,28662,3041
4569,97953,1736
4570,13115,1331
4571,34508,4812
4572,30910,1237
4573,50890,2052
4574,38252,1943
4575,58437,4698
4576,6132,2089
4577,96787,3017
4578,35607,3056
4579,61607,1902
4580,25675,6576
4581,14141,1220
4582,11822,2286
4583,63242,1780
4584,74926,1860
4585,81421,2357
4586,89286,3113
4587,53744,2247
4588,60842,1610
4589,58420,1477
4590,36732,2149
4591,73950,1379
4592,24636,2472
4593,21909,2832
4594,55062,4165
4595,97878,1262
4596,16269,3219
4597,44973,1745
4598,68514,1379
4599,70779,3112
4600,81375,1271
4601,77187,1753
4602,2046,2356
4603,40427,4149
4604,77444,1217
4605,67593,3378
4606,35218,3249
4607,77398,1434
4608,60310,1561
4609,31734,1213
4610,41968,2779
4611,45121,1891
4612,79765,2092
4613,62800,1257
4614,48046,1901
4615,26302,1581
4616,27460,1395
4617,72868,2079
4618,60927,1423
4619,11625,2117
4620,32229,5197
4621,12574,1622
4622,45449,1539
4623,91733,1738
4624,10644,3346
4625,59393,2901
4626,3834,2927
4627,1293,1501
4628,14993,2058
4629,56620,1512
4630,71996,1946
4631,86222,1337
4632,14459,1824
4633,93157,2347
4634,65263,4807
4635,90003,3730
4636,89582,2096
4637,47126,2484
4638,81106,4043
4639,2809,1318
4640,35954,5009
4641,98741,1385
4642,3202,1845
4643,64280,2562
4644,32897,1397
4645,20767,2509
4646,37598,3678
4647,12501,1583
4648,69232,1825
4649,449,1545
4650,47038,1995
4651,59573,3647
4652,62986,1640
4653,3480,2610
4654,6144,3891
4655,36298,1438
4656,34795,1931
4657,57465,1915
4658,62658,1284
4659,50416,1725
4660,16434,2740
4661,16993,1873
4662,68007,2579
4663,63327,2996
4664,25029,1268
4665,28249,2727
4666,30944,1284
4667,58098,1528
4668,95949,1648
4669,43940,1256
4670,3354,3170
4671,76814,1915
4672,71742,1676
4673,40559,2139
4674,91725,1613
4675,86859,1428
4676,59233,2693
4677,2461,2578
4678,86356,3050
4679,98169,1234
4680,44929,2935
4681,96476,1281
4682,31724,4871
4683,44350,1625
4684,74740,1843
4685,65383,2856
4686,26769,1924
4687,8806,1346
4688,25216,1367
4689,67183,1765
4690,86129,4026
4691,59181,2069
4692,81685,1442
4693,6502,1878
4694,68378,1210
4695,83853,2270
4696,95168,1731
4697,24372,3933
4698,62441,2523
4699,59776,4802
4700,30883,1545
4701,11345,1645
4702,7769,2210
4703,72406,3055
4704,69549,1954
4705,602,3560
4706,79807,1308
4707,96057,3126
4708,66161,1476
4709,22085,4374
4710,32910,1634
4711,42678,4348
4712,58409,3092
4713,55736,2721
4714,23081,1369
4715,51276,2322
4716,98839,1384
4717,57757,2744
4718,19233,1289
4719,7018,2506
4720,56570,1658
4721,81248,2855
4722,89647,1413
4723,19544,1318
4724,16327,1439
4725,87086,1908
4726,91818,2239
4727,2772,3925
4728,88662,2089
4729,80564,2238
4730,52738,1436
4731,22901,2856
4732,21099,3083
4733,29735,1419
4734,62663,1248
4735,16780,1941
4736,40103,3057
4737,24184,2266
4738,50557,1363
4739,51335,3549
4740,51850,1738
4741,1868,3966
4742,97273,2726
4743,16009,2427
4744,85619,2134
4745,8276,1985
4746,92565,2055
4747,13092,1697
4748,13608,1636
4749,72961,1249
4750,13335,3286
4751,28914,1297
4752,21775,1847
4753,66578,1388
4754,22822,1577
4755,99102,1337
4756,99751,1372
4757,26842,1641
4758,5484,2383
4759,46813,1783
4760,71935,2632
4761,76493,1744
4762,49173,1290
4763,11606,1481
4764,77540,1885
4765,43922,1223
4766,60120,1827
4767,63022,2755
4768,7222,1233
4769,73455,1409
4770,79179,1385
4771,80346,3575
4772,20112,3096
4773,60039,1456
4774,37490,3321
4775,50731,2121
4776,13996,1467
4777,91571,2124
4778,94,1364
4779,62121,1554
4780,1694,3225
4781,90576,3100
4782,14135,1536
4783,95531,1854
4784,22292,1473
4785,94908,1248
4786,71319,4305
4787,25594,1633
4788,86702,1846
4789,34700,2682
4790,21683,1933
4791,17539,2469
4792,54484,2647
4793,87558,1395
4794,71934,3191
4795,29303,1363
4796,23185,3170
4797,5109,2262
4798,76674,1887
4799,79272,2162
4800,90467,1777
4801,58318,1678
4802,85558,1893
4803,63621,2749
4804,62395,1548
4805,28365,2058
4806,85489,1381
4807,49393,1613
4808,21402,1574
4809,96223,2184
4810,26127,3567
4811,28315,2609
4812,13091,2417
4813,52986,2357
4814,2528,1215
4815,87347,1462
4816,39221,1335
4817,33753,2525
4818,59562,1344
4819,11737,2670
4820,89185,2382
4821,69282,2425
4822,58998,1346
4823,89863,1356
4824,28773,3331
4825,58370,1647
4826,79053,2507
4827,97872,2751
4828,83299,1505
4829,21012,4155
4830,5509,2072
4831,68315,1749
4832,96405,1476
4833,92058,2371
4834,63084,2938
4835,19159,1503
4836,7941,1231
4837,23099,1294
4838,96323,3736
4839,14192,2456
4840,30738,2867
4841,28160,1375
4842,37123,3018
4843,37822,1604
4844,96363,1224
4845,68276,2281
4846,38696,2103
4847,74875,1428
4848,45040,1268
4849,93672,3136
4850,17107,1697
4851,96309,1434
4852,1027,1809
4853,48148,3055
4854,98730,1206
4855,77666,2204
4856,57898,1326
4857,20358,1681
4858,81014,1349
4859,88116,1530
4860,47338,3465
4861,30865,2355
4862,63032,1322
4863,60296,1695
4864,9751,1574
4865,56604,2308
4866,29820,1494
4867,1288,2839
4868,80567,2106
4869,69826,1562
4870,36617,2157
4871,7978,2112
4872,43072,2555
4873,87947,1249
4874,38144,2466
4875,33225,1657
4876,93063,1825
4877,16771,4484
4878,44017,2174
4879,65828,2765
4880,32276,1264
4881,3835,2198
4882,13580,1566
4883,48969,1226
4884,39999,1426
4885,1485,1398
4886,36953,1474
4887,19795,2110
4888,59116,1363
4889,20625,5020
4890,40217,2757
4891,44472,2307
4892,11746,1482
4893,506,3013
4894,36558,1298
4895,70354,2357
4896,40820,1931
4897,99092,1596
4898,84019,1672
4899,81896,2695
4900,86320,2509
4901,59866,1753
4902,4079,1432
4903,17823,1565
4904,249,1313
4905,73285,1976
4906,26537,2780
4907,24165,1732
4908,73012,1804
4909,93235,8519
4910,28267,1326
4911,29679,1837
4912,32382,2813
4913,76170,2138
4914,32642,3412
4915,26986,1289
4916,87031,1624
4917,15024,1933
4918,89423,1274
4919,30610,3080
4920,43288,2996
4921,83879,1625
4922,74422,1335
4923,38701,2429
4924,70907,1546
4925,5130,2587
4926,59283,1932
4927,79365,1203
4928,6366,3118
4929,29796,6332
4930,71846,1311
4931,74547,1693
4932,92877,3885
4933,74597,1668
4934,37687,2014
4935,53819,4371
4936,39383,2337
4937,38954,2242
4938,60548,1733
4939,29027,2440
4940,24956,2229
4941,85299,2079
4942,94119,2137
4943,84797,1513
4944,72417,1264
4945,90380,3213
4946,94369,2125
4947,36167,2482
4948,47411,2155
4949,24523,1372
4950,44020,1259
4951,44111,1465
4952,91671,1867
4953,29162,2670
4954,49937,2171
4955,20999,2650
4956,59196,2041
4957,79130,2582
4958,98218,1293
4959,54482,2693
4960,91384,1281
4961,2911,2221
4962,41910,1541
4963,70882,1335
4964,18876,1259
4965,34563,16921
4966,16007,3230
4967,30741,1390
4968,39351,1572
4969,49677,2473
4970,26301,1482
4971,4672,2191
4972,49132,2959
4973,14232,2333
4974,46803,2852
4975,3061,2144
4976,69755,2086
4977,44015,1206
4978,51173,1746
4979,42389,1853
4980,55527,1313
4981,9220,1427
4982,88211,1728
4983,7581,4108
4984,12550,1436
4985,91720,3077
4986,39585,3282
4987,61414,1313
4988,66677,3238
4989,73468,1903
4990,73493,2169
